Mass	RT	T0R1L	T0R1R	T0R2L	T0R2R	T1R3L	T1R3R	T1R4L	T1R4R	T2R5L	T2R5R	T2R6L	T2R6R	T3R7L	T3R7R	T3R8L	T3R8R	relation.id	relation.ship	codadw	charge
296.2172059	1085.141884	161762.8906	195325.3125	519965.125	599235.1875	742034.25	415701.8438	1362867.625	1162758	371500.4375	1164708.875	517954.3125	649263.5625	908958.3125	774691.25	377385.3125	804612.8125	714	bp	0.918569943	1
168.0606718	625.8776652	629423	786540.5625	650761.75	595239.25	0	567128.75	1038116.688	1188008.875	831851.75	1361494.625	817930.8125	872536.375	1222810.375	986223.1875	938460	926648.6875	715	bp	0.857136131	1
146.0583253	1528.637492	1360675.375	0	330727.1875	512198.9063	0	0	212910.4844	413661.25	163731.6875	173712.4219	0	143109.9063	222013.2031	202990.4688	160164.9063	157034.2969	716	bp	0.867582816	1
224.0356578	398.777935	934151.625	1236331.625	1353130.125	989113.125	646561.8125	943384.125	654446.6875	909563.1875	1247344.5	1229664.75	609295.5	891008.375	1179187.125	1141987.25	816245.375	1030619.438	717	bp	0.96897605	1
257.0829013	796.0386887	851566.25	704332.625	1352870.125	752512.75	1334616.625	393252.8125	1136832.375	796685.125	995822.3125	642926.3125	946903.1875	474409.8438	1341134.25	600727.125	970540.9375	574706.625	718	bp	0.86265119	1
345.135984	985.7890587	767482.9375	523785.6563	989059.4375	553769.4375	716595.125	339480.5938	1000575.375	741895.25	880686.75	453090.7813	743425.375	418737.6563	1352717.25	435957.5	785594.5625	567658.875	719	bp	0.984715439	1
203.1161777	725.9205363	215329.6563	269089.6875	388609.3125	188029.3906	0	368340.4375	755501.1875	584118.0625	726190.875	531842.875	1349388.375	568765.5	1283903.625	916912.75	1046788.313	732690.8125	720	bp	0.853456842	1
171.0690807	802.0877495	493475.7813	371608.0625	1173637.75	330062.3438	707224.75	247144.0469	1067956.375	638396.875	602507.125	710930.4375	685566.8125	306416.5313	1347872.25	427314.5313	679999.8125	496402.5625	721	bp	0.955376993	1
344.2747134	1140.190717	0	154936.7656	455003.5	537620.375	0	338175.4375	1347796.625	687248.8125	317874.9375	646107.4375	333583.8125	470314.3125	624226.75	500304.0625	291722.4688	616674.625	722	bp	0.853661105	1
369.1198237	579.3782349	1347513.125	847676.875	1232634.25	332833.5625	0	0	0	0	0	0	0	0	0	0	0	0	723	bp	0.952091954	1
201.0569193	755.1151886	1194922.875	1151986.625	1346131.5	1176896.375	1245582.5	850423.125	1134623.625	1089211.625	1096022.25	1080397.75	1013522.875	876425.125	1169780.25	931635.625	1060015.125	962629.4375	724	bp	0.989153002	1
191.0838381	399.3526268	249647.7188	379364.75	382736.0313	286949.2813	160943	675860.8125	795597	702959.25	632891.1875	649817.8125	771936.3125	806180.8125	1342354.75	1158401.875	743513.3125	837158.75	725	bp	0.916509118	1
166.0481282	399.8062439	875086.6875	1149855.75	973727.375	908563.5	915516.6875	1163120.375	978995.8125	1069274	908535.75	825899.5625	909554.8125	865976.8125	1128543.25	1329619	1083775.375	1044847.063	726	bp	0.830225182	1
217.095358	1217.947986	0	0	0	0	0	265931.7813	281059.8125	0	858231.875	405121.375	245016	593696.5	1325556.125	1227116.625	1162047.75	337293	727	bp	0.903493551	1
184.0669424	918.9548111	512480.6875	504789.8438	296732.1563	703349.8125	1322941.625	715408.25	1140915.625	940709.625	833827.8125	970408.1875	799218.4375	817684.125	863547.5625	780547.5	805454.75	684278.5	728	bp	0.956009679	1
158.0823061	817.6578064	157900.4531	137592.25	212183.625	182966.875	300455.75	494186.625	527722.1875	558627.3125	827980.75	461818.8125	773602.625	877088.8125	1272589.125	1312105.5	571627.25	771439.875	729	bp	0.888683079	1
256.0952861	732.51931	203754.4688	435926.8125	939986.25	1311807.375	658210.1875	450973.9688	1022368.938	1068374.125	194334.6875	793055.875	402006.9688	616977.0625	598230.8125	639447.1875	262464.9688	647776.8125	730	bp	0.876390898	1
202.048391	816.5397339	127567.8359	199719.3906	248711	175465.2344	0	589259.125	772419.4375	613817.625	705982	570553.0625	843525.25	816920.375	1074386.25	1311362.375	623241.9375	814370.3125	731	bp	0.874508278	1
172.0794011	1110.888326	0	0	0	0	485943.0313	509052.4063	788886.4375	752026.75	902029.9375	662942.625	609375	643268.25	1308282.875	1004879.938	1078372.5	454355.4063	732	bp	0.92650873	1
204.1002327	1298.152143	0	0	445728.8125	305807.7188	896663.75	239685.9375	1306995.625	1061631.875	214334.2813	958810.375	181541.8125	214832.1094	603492.1875	559326.3125	159145.3906	389136.5313	733	bp	0.914909624	1
230.0944834	642.3948649	241598.1406	247197.8906	314735.6563	198336.2031	0	667343.9375	705473.25	597135	903194.375	718646.9375	971834.6875	832846.125	1200872.125	1305383.625	839751.6875	775661.375	734	bp	0.905084275	1
177.0650728	1379.647845	0	0	891402.0625	834058.375	1115117.625	264520.375	739526.5	1039717.313	381748.5	1303188.375	275449.4063	296757.625	371378.0938	1171342	201000.9375	318693.375	735	bp	0.92778595	1
323.1234582	1440.820831	0	0	0	0	512174.8125	330679.9688	960302.625	781776.1875	907172.5	695378.625	351263.1563	317979.4375	1297527.125	674873.4375	673930.8125	179305.7344	736	bp	0.910004527	1
239.121595	873.8405762	0	0	0	0	787653.9375	808895.0625	1279325.5	949969.3125	816436.875	922109.375	872271.9375	819089.1875	1297270	1293112.5	944117.25	853708.5625	737	bp	0.92245429	1
173.0328882	796.2843056	645144.625	242400.75	1290188	209227.4531	124442.3984	186948.5938	421937.0313	510454.8438	365897.7813	217250.8594	435474.4375	250572.0625	735452.875	570291.625	612850.75	168746.8125	738	bp	0.922531281	1
501.4129209	1593.536255	387471.3125	211616.4688	684899.375	1251422.625	873740.1875	483372.5313	1289220.25	1008540.125	589737.0625	1268443.75	482679.1563	459943.875	894359.5	657737.4375	438819.3125	544600.875	739	bp	0.94044334	1
124.1252835	1600.878738	238843.7969	156192.4375	655478.0625	1029827.313	849458.125	481078.8438	1073982.25	1117625.25	572007.4375	1286309.375	481324.4688	637115.5625	1041898	718845.125	401478.5	589699.1875	740	bp	0.949251585	1
244.0951899	1410.861885	226105.4688	110447.8125	366791.9688	461254.4063	585213.6875	353871.7813	491694.5938	535284.8125	923006.5625	440832.8438	292837.0938	434248.8125	1283232.625	878317	797349.625	242703	741	bp	0.993223069	1
304.2403156	1433.683576	0	0	339468.625	483230.4063	843944.125	266307.75	1066414.375	1282460.75	373879.3438	1176749	265052.2188	314690.375	448682.3125	782130.8125	227979.6875	313383.3125	742	bp	0.902112391	1
275.0832555	1062.866669	0	0	0	0	185215.2969	292556.0313	362831.5313	358074.5625	614765.75	348975.6563	385017.625	645322.375	1279253.25	1173998	1192585.25	285675.125	743	bp	0.879609465	1
203.0923553	1033.406258	558272.125	405013.5	1275681.875	924599.9375	223152.1719	362172.125	931261.6875	912486.25	828361.625	799174.5	610373.4375	484448.9688	800823.1875	525110.375	732777	597080.25	744	bp	0.960987407	1
203.0796023	578.2526817	958020.9375	1263679.875	1178785.625	1125767.625	1073110.625	1217495.875	1004773.25	737408.75	1274248.625	893711.875	1150561.875	712444.25	718928.6875	1197608	811834.625	1270980.375	745	bp	0.90779665	1
216.0638147	1146.451433	0	0	188560.0938	277001.3125	830214.1875	845235.8125	1274024.875	633211.875	899841.9375	291395.6875	360365.5313	765372.3125	685012.125	626717.3125	691174.875	263378.5625	746	bp	0.924629889	1
162.0896205	948.7077484	944517	383875.3438	1071059.25	405097.4063	656043.0625	623279.4375	1012291.375	952232.625	1057670.75	541867.5	724984.5	865667.125	1079208.375	1150701.625	1272749.625	486022.2813	747	bp	0.953769122	1
216.0637912	511.6386027	821498.125	908370.75	1271889.875	934147.4375	0	452411.5938	1266968.25	961805.75	708999.4375	642235.625	800211.3125	579736.5	1208936.375	622242.9375	700909.0625	764376	748	bp	0.855699426	1
166.0481531	398.4419975	1037926.375	1092752.875	1062900.125	1201722.875	1004703.438	1271658.25	1158595.625	1069274	1087946.125	997318.5	1059354.75	999161.6875	1128543.25	1253760.5	1083775.375	1044847.063	749	bp	0.883003474	1
85.03480097	924.9843576	760186.5	420645.7813	1261262.25	597526.6875	0	511794.5	1013373.438	1148024	657383.75	569937.3125	395847.75	403537.7813	1106378	602567.875	520342.125	0	750	bp	0.914355022	1
145.0743345	470.1242025	1258757.875	294980.5313	565471.6875	297946.3438	0	176243.2969	824930.6875	743693.875	675403.625	196685.6563	308547.5625	209495.375	834550.5625	406317.6563	755903.75	247165.625	751	bp	0.888845877	1
215.1161998	687.1693802	197390.2969	220165.1406	213645.9531	205328.9063	346467.625	408212.0625	613868.625	603642.4375	890879.0625	464675.5313	971360.875	597158.75	1258514.5	984415.5625	1155138.875	977784.3125	752	bp	0.880773737	1
174.105137	1327.661873	752165.6875	312540.4063	1258444.625	557209.8125	280558.8125	159342.4531	360317.5938	440047.9375	281905.75	358421.1875	184527.3125	200513.8281	428742.9063	276883.7188	250447.7344	120389.6953	753	bp	0.919025291	1
143.0403312	399.414814	276343.9063	334493.0938	402125.25	310637.3438	164261.5313	699749.75	799653.625	644330	628041.5	775747.3125	794790.9375	704108	1258320.25	1199982.875	697288.375	964063	754	bp	0.899503024	1
154.1106391	669.576252	826160.0625	635436.75	1257332.375	1090360.375	575306.25	278547.0313	795522.1875	701116.375	457695.25	548223.375	478853.2188	434159.25	712679.5625	468202.1563	365759.9688	429409.1875	755	bp	0.900385498	1
201.0569168	766.4641304	1081071.125	1064439.25	1165546.5	1051427.125	1245582.5	813358	922854.75	1002511.25	1032875.063	1041647	857171.6875	842835.4375	1106751.125	910005.875	994561.4375	922888.3125	756	bp	0.986421407	1
200.1596246	653.9638138	507004.7813	556772.5625	653776.8125	590579.9375	1244539.75	747871.75	287094.0938	522558.0625	307274.8438	857902.3125	210010.6094	398732.9688	477084.5	422844.0938	1004851.813	676530.1875	757	bp	0.880501168	1
170.0695559	501.5978107	1016849.813	452974.9375	1032985.875	482601.75	139106.8438	602961.6875	972882.75	1011444.875	958253.9375	715582.1875	793881.625	668852.375	1236421	812760.375	950485.0625	642037.3125	758	bp	0.968734712	1
155.1130974	626.3694661	1004527.938	278737.2813	534031.0625	344058.4375	0	1234094.875	733641.875	792331.0625	1090116.75	739314.1875	1010647.75	1151842	791395.0625	903306.25	605907.375	633995.0625	759	bp	0.855636867	1
171.0899437	1343.894999	0	0	1031130.125	0	0	251922.4844	198973.3125	1233285.5	411208.3438	830809.5	168571.5625	215666.4844	438234.0938	436495.375	193146.9844	163039.1563	760	bp	0.959065959	1
160.0530146	642.3747444	174584.25	181157.7813	292571.625	195629.0156	388601.7188	580495.6875	786953.875	520095.1563	871670.5625	636111.75	776417.25	681561.75	1232691.75	1000494.938	781005.875	559797.1875	761	bp	0.905826758	1
173.1056027	1098.822487	506779.0625	243744.0625	374964	188818.5469	631669.375	545104.0625	1045012.375	864593.625	660867.4375	820417.5	660853.8125	695921.5	1232530.125	1072758.875	760785.375	664596.0625	762	bp	0.941343187	1
277.1319887	1175.957489	0	0	0	0	599601.75	427650.4375	717034.4375	846052.75	816268.9375	795508.625	639557.625	891076.125	1230691.125	1188533.5	638380	504665.0625	763	bp	0.936209498	1
97.06540088	1192.547516	198521.3438	139942.6406	457636.3438	413934.5938	572599.5625	212153.2188	1230304.125	824241.125	292424.2188	646359.75	215625.2344	354018.25	658480.8125	394946.7813	249525.6406	526271.0625	764	bp	0.927642952	1
174.0688161	545.5309971	0	0	250165.4531	178080.2031	374503.5313	389131.0938	644452.75	497419.0938	485471.0313	715620.3125	556418.75	633838.5	1065485	1223628.875	772820.5625	642914.8125	765	bp	0.904215294	1
256.1057628	762.694561	1216482.125	584981.1875	1133736.25	505533.2813	272965.8125	549419	418465.7188	584687.625	486001.375	469439.375	570911.375	530679.625	963991.25	611733.75	627392.125	460781.8438	766	bp	0.971192441	1
174.0532548	1230.173999	175126.2656	0	1209473.625	1092249.75	210919.5938	0	340890.0313	432246.625	199728.3438	356609.5	0	0	204146.4063	0	152124.2188	0	767	bp	0.879468972	1
359.2645573	1348.367485	372031.1875	173154.3906	503640.3125	201609.375	566932.6875	341885.0625	1208292.375	854270.5625	466949.75	689014.75	309265.4375	328166.8438	761798.9375	564764.25	424154.3438	321320.8438	768	bp	0.896407014	1
55.01861657	583.4152919	761095.9375	923773.1875	920110.625	734129.5	0	1207899.75	1118657.375	689126.0625	893309.875	314924.375	995689.5	636326.6875	607467	514453.3438	0	240856.0469	769	bp	0.872316637	1
179.040243	551.7300008	1205296.125	870023.375	930192.625	664460.8125	0	0	0	0	0	0	609861.875	0	0	0	555935.8125	0	770	bp	0.933801067	1
160.0786882	642.4545939	176246.875	148415.0781	205679.625	150561.0938	0	550275.8125	634365.25	610648.5	751214.75	528574.5	760587	622912.875	1047848.75	1200565	957974.125	733316.1875	771	bp	0.893062245	1
154.1106456	634.708134	870125.5	674106.3125	1196609.625	837461.5625	0	346552	724118.8125	649578.1875	490528.3125	555649.5625	536025.75	470182.6875	732358.625	482504.9063	417426.6563	438639	772	bp	0.855466388	1
446.1433368	1056.5	230193.8594	0	255505.375	157003.5313	691260.6875	744279	1139352.875	1196291.375	934618.625	739385.3125	343794.6563	345076.7813	1077055.375	747634.4375	823453.25	558258.375	773	bp	0.852480011	1
213.0641447	796.2458687	644887.8125	238315.9531	1195848.125	186898.4688	142421.5781	243643.4219	399886.4063	604873	418312.8125	244121.4375	490108.7188	303049.3125	722379.625	625964.3125	630537.8125	202418.9844	774	bp	0.937357893	1
231.1111439	1118.601818	0	0	0	0	0	193410.25	261421.0469	413994.0625	627678.375	468850.3125	286714.6875	370592.5313	1194512.375	560491.0625	1150275	454335.6563	775	bp	0.928718913	1
218.0990356	849.8708394	0	0	0	0	417133.4688	0	715641.75	511790.7813	719622.875	563082.75	0	0	1187438.25	0	0	0	776	bp	0.873505678	1
238.0877197	689.4706268	738723.5625	660204.375	748235.4375	738021.3125	503168.4063	600091.5625	857594.375	839425.6875	1011640.313	635654.1875	958850.0625	720122.125	1184809.125	851384.625	1063856.75	736593.5625	777	bp	0.967699428	1
157.0922962	839.7285576	541570.1875	275422.3125	668699.1875	249546.9063	624442.8125	579819.625	803402	1174001.625	783147.9375	673291.4375	501187.7813	574436.3125	1057294.5	504050.875	584473.8125	321205.0313	778	bp	0.930090294	1
158.1095738	1346.24142	0	0	243022.4688	383642.75	571057.625	220228.875	1159931	885687.6875	301693.5	822241.6875	192673.7344	245944.75	483122.625	427627.0313	178312.4375	384143.7813	779	bp	0.921724945	1
149.0372016	1230.360008	186522.7656	144402.1875	1128181.125	1158558.875	0	0	345576.375	416321.2188	278345.125	329725.9688	153280.5938	0	230586.1875	0	198225.9219	0	780	bp	0.909572531	1
88.03445171	782.165743	215149.7188	405373.4375	336944.4375	272819.7188	0	226619.1875	659738.75	993085.25	509727.5313	841212.5	292138.4375	425823.2188	1156881.375	683525.375	628718.625	824941.75	781	bp	0.929799042	1
174.0456083	469.9945984	1156568.25	307676.4375	536046.5	327260.2813	0	190646.2969	756756.1875	762843.375	681769	225677.5938	328133.625	243118.125	771255.5	384234.7188	723580.25	282214.1563	782	bp	0.934624804	1
388.0780367	718.3195353	551864.5625	461803.4063	681487.5	415609.9688	0	284197.7188	766739.8125	583295.8125	919915.4375	508805.6875	929879.875	604891.125	1156051.5	603046.25	999594.25	676954.9375	783	bp	0.854247238	1
244.0951721	1292.710669	204895.2656	0	364513.4375	129675.8438	415802.9688	427314.5625	1036974.875	1153981.375	1062774.25	644933.3125	341171.5938	468544.7188	887341.8125	538955.875	731937.3125	141795.1719	784	bp	0.959909167	1
372.0831069	1246.769278	400545.8438	124536.1406	385323.5313	473938.75	1153970.5	124296.4375	617810	434345.8438	221654.8438	247991.2969	0	145958.9375	268612.7813	158584.7813	153818.2813	0	785	bp	0.953450692	1
217.1318114	1340.930827	0	0	0	0	421175.8125	398276.7813	806624.875	667054.75	1150620.75	740044.375	497160.2813	545885.5	1114989.625	630368.5	853878.5	331877.8438	786	bp	0.918783108	1
315.137814	829.1537964	352288.6875	217633.7656	308106.9688	0	520837.375	356360.0625	817467.1875	587946.6875	852764.625	429257.625	668599.625	404442.25	1150475.625	544609	862056.625	557873.1875	787	bp	0.881554705	1
155.076695	876.5742455	614689.0625	596708.6875	869610.3125	677645.6875	293082.8125	575571.3125	973807.625	1146062	884671.25	729972.75	733694.125	735394.1875	1131763.5	904698.3125	840997.25	617840.625	788	bp	0.938558975	1
96.05757791	1192.526001	164262.6563	0	384141.2188	372777.4063	529451.375	176989.9844	1142444	767398.0625	234498.1875	543188.8125	215637.1719	316006.9063	608543.3125	328897.5938	225107.0625	520177.5938	789	bp	0.930778874	1
159.0853802	642.2826805	191420.5938	167997.6094	204710.4063	181042.6094	352244.5938	558130.125	795730.5	615491.4375	718388.6875	615005.6875	795977.375	669491.8125	1103796.375	1140800.25	976513.875	715235.6875	790	bp	0.907467318	1
209.9933336	704.5694389	356920.625	297337	873303.375	319870.5625	451019.9063	324139.7188	1139483.375	1029441.188	179211.5469	506158.4375	276422.4375	299443.375	770606.8125	413785.4063	234134.2188	462141.7188	791	bp	0.933685872	1
257.126809	809.9363028	0	0	156206.4219	0	312542.4063	289839.0938	580817.4375	396208.4063	711108.5625	417970.1563	693596.6875	591896.4375	1136972.875	1019121.688	840489.5625	746713.5	792	bp	0.901092981	1
199.0664298	720.3817182	454905.0625	218472.8594	468138.5313	0	0	277755.1563	415665.0938	477688.0313	493656	483688.6563	725422.0625	425129.9063	1136673.375	808417.8125	728234.1875	419038.3125	793	bp	0.925597695	1
163.0890756	642.328186	209918.7656	181877.3125	313096.3438	180950.4844	387405.9375	751776.75	808726	631988.375	830345.125	614254.4375	897814.75	764781.4375	1134354.5	1086974.125	903440.6875	832917.8125	794	bp	0.907103079	1
201.1184321	781.5627594	0	0	0	0	296716.0625	143090.8906	532864	432529.125	367914.1875	294010.6563	708642.5	216107.5156	1126781.25	486156.4688	765427.875	379514.1875	795	bp	0.923737312	1
203.097428	1012.972861	151733.9219	0	220391.4375	211651.0938	0	668292.0625	640596	814650.3125	856801.625	519864.5625	714746.625	646575.125	1120783.75	862819.75	765997.5625	689040.8125	796	bp	0.918314995	1
90.05012553	856.6049271	127704.0469	121486.4844	150193.5938	125855.1328	442163.4688	488032.3125	644272.3125	505326.1563	898111.375	688769.1875	743434.375	660250.3125	1118786.125	978059.6875	847744.5	864770.3125	797	bp	0.95966229	1
646.4163746	1771.393581	0	0	193418.5313	475907.25	382393.9375	190902.2656	574525.8125	504077.625	340538	1117298.875	231277.1875	289760.25	330973.125	347316.875	162875.5469	380796.0313	798	bp	0.935343053	1
203.0924444	917.4903361	138687.9219	152324.5625	128940.2344	0	296762.0625	460833.7188	523500.4375	923151.125	601027.6875	462213.9688	1065518.875	499854.875	1117133.875	607024.9375	878587.25	251069.0313	799	bp	0.915110859	1
174.0686156	642.3399315	191831.25	199543.9219	330653.6875	144370.7031	365155.8438	403257.875	657759.3125	467229.2188	723971.125	575463.0625	738676.0625	599490.8125	1116101.375	888833.25	691302.4375	658902.5625	800	bp	0.906404682	1
285.2209494	1085.139992	165651.7656	185665.9219	395013.125	448615.2813	584997.375	373698.0938	1115305.25	1076162.625	342785.7813	853888.0625	446670.2188	527828.3125	908495.9375	678532.125	393472.1875	697796	801	bp	0.925361482	1
121.0973771	1600.845001	202759.4688	148292.8438	537396.1875	907584.8125	670125.375	403237.2188	1114710.375	953085.875	586118.125	1067224.375	471733.0625	550546.125	811599.25	584126.4375	379206.5625	483453.5938	802	bp	0.942123809	1
161.0692708	500.5521993	0	151262.6406	167920.1406	132453.3125	262504.8438	638247.3125	693676.6875	514595.0938	703144.375	609426.0625	757519.25	713833.875	963267.1875	1113382	758810.625	817532.9375	803	bp	0.922061665	1
185.0693815	997.5824966	307984	329877.0625	800099.1875	749409.1875	1112993.25	336538.4375	731935.25	645434.0625	759646.0625	871053.3125	559039.5	613995.25	559706.9375	415335.5313	634961.4375	509923.9375	804	bp	0.944498628	1
332.1296285	1038.704376	657517.1875	142315.5781	676887	146725.1875	536257.8125	407200.1563	504092.1875	725113.1875	682127.6875	621862.4375	506364.5938	581327.3125	1111730.25	841060.5	879539.75	475567.9375	805	bp	0.910678283	1
356.1061916	918.6968669	675826.75	657541.625	1110949	898358.75	0	351591.9688	699110.1875	697361.375	521032.4063	339426.625	338994.3125	368971.125	771239	320403.7188	442312.3125	336640.125	806	bp	0.854947406	1
204.1005834	642.3634987	168600.9531	182552.3125	282694.0313	202543.0781	354870.3438	562327.5625	687004.125	504118.8438	755168.0625	603348.875	709742.1875	603656.25	923556.6875	1110592.5	824028.4375	809287.5	807	bp	0.897795563	1
92.06265874	1085.140633	162281.2344	176802.3438	402000.5938	462159.3125	614874.625	368126.5313	1106262.625	1042351.5	373049.0938	880143.3125	397129.2813	552306.875	825197.75	624389.3125	327607.0313	713778.4375	808	bp	0.925202992	1
368.0696692	939.3254028	425764.8438	292637.2813	1101963	224681.7969	143220.6563	0	0	0	0	0	0	0	0	0	0	0	809	bp	0.89043133	1
299.0636179	777.2587336	897871.9375	651263.9375	1099199.625	670893.125	0	0	185025.3594	216814.8281	127796.0625	131349.0156	112592.8281	0	162612.9531	0	111333.7734	0	810	bp	0.956251819	1
143.0861096	1600.898125	196554.1094	131888.4531	605461.1875	946365.9375	825979.8125	429575.5938	1097147.5	1041170.25	558961.1875	1069660.375	377658.9375	445119.5	775099.875	633415.25	343026.0625	440682.9688	811	bp	0.940827337	1
337.2801716	1278.231323	808778.875	313906.625	726952.5625	313859.5313	0	506890.1563	955606.4375	907617.375	826241.25	597483.5	415821.0938	516117.875	1090785.75	835170.75	552903.5	442429	812	bp	0.937484971	1
508.2169551	1111.783325	387899.0625	250473.0156	508753.5313	263951.3438	0	600286.25	784525.375	1008631.625	754004.9375	963075.75	506628.1875	680149	1090631.5	1046122.813	810850.125	499147.4688	813	bp	0.914199622	1
187.1212506	968.604248	0	0	0	0	222023.8125	390249.5313	477501.5	601968.5	659671.9375	390753.9063	626411.25	585316.125	1089752.25	734515.3125	938730.5625	200330.6406	814	bp	0.88189733	1
244.0952408	1262.218584	454233.375	157768.4375	1023066.75	1089725.125	248452.5469	177958.2656	490397.375	439267.6875	317870.875	181560.5938	134774.7969	150262.3125	200426.1563	0	250611.5781	0	815	bp	0.91980275	1
117.0704704	1600.818756	197697.1719	111948.7266	584486.4375	832933.1875	682131.6875	408751.8438	1055778.125	969377.375	525641.1875	1088129	438218.2188	485586.8438	667995.5625	596450.125	389304.125	509223.2813	816	bp	0.938209844	1
162.0532419	531.3554416	0	0	0	0	0	0	262818.2813	0	261589.8281	287627.2188	386149.8125	261181.8594	544510.375	436267.9063	1083888.75	706425	817	bp	0.84255376	1
158.0555286	816.4198151	184600.8906	141819.6719	242547.4531	162496.5469	437687.4063	529653.625	576799.8125	445612.0313	708701.125	739210.3125	848725.5	702606.6875	1017153.375	1082904.75	815485.0625	686547	818	bp	0.934197985	1
148.0376496	420.2795349	600608.625	694106	1082534.625	1012182.125	0	360480.4688	741865	560221.25	466449.0938	453685.625	503441.125	481500.3125	757855.8125	597373.875	597275.0625	442873.9375	819	bp	0.929252793	1
351.0699435	1104.225989	0	0	667591.0625	280422.6875	583873.6875	218456.2031	519690.8125	1079093.75	344239.5313	626487.3125	0	0	245396.1094	149324.9219	0	0	820	bp	0.900623077	1
173.1056233	1506.697331	180416.4219	0	132149.1563	141231.5	201441.2188	351239.5625	371515.6875	271368.2813	838609.6875	438492.6563	460871.3125	634780.3125	999441.75	1077749.625	890849.25	500480.125	821	bp	0.947019069	1
190.0845041	652.0862541	235398.8906	403464.375	515167.3125	1073710.5	419444.5938	325149.875	759585.875	667013.8125	268085.6563	476972.5313	347072.0938	454459.625	448083.4688	499429.9375	243821.3125	477561.9063	822	bp	0.891217914	1
231.1110494	899.6915703	964174.8125	463315.1563	1020178.188	861515.625	675075.75	472387.6563	855608.3125	1072752.375	873439.125	655156.9375	590961	510674.4063	941009	484343.1563	812018.5625	414109.0938	823	bp	0.917573757	1
171.0433033	720.7993736	214150.125	182704.2813	294072.625	259648.9375	377107.8125	371560.25	585507.4375	946228.3125	418138.375	690853.875	512918.0625	617980.375	1071984	916333.1875	604895.125	591074.375	824	bp	0.906052767	1
171.0899464	1170.117493	0	0	242918.125	0	0	207106.5938	690625.625	603340.375	470625.8125	494158	276164.5313	313210.375	1071575.5	458491.375	649816.3125	282913.6875	825	bp	0.852392226	1
256.1858634	840.1889343	275580.5625	230465.5156	321200.7813	360323.1875	456411.625	406380.375	510689.5	1067663.375	510880.4375	699133.5	389745.875	571895.375	671002.0625	891694.0625	534101.125	613425.1875	826	bp	0.899615394	1
318.0967026	1352.067993	0	0	0	0	0	328628.9063	714825.3125	544029.625	1066604.5	514614.5625	319280.3438	244022.7344	1030018.125	561937.0625	665282.5625	0	827	bp	0.845953611	1
143.0483986	1085.163132	156426.8125	164172.0313	442543.5	432391.7813	620145.9375	410826	1063770.5	954596.8125	319851.75	891007.375	439239.125	515981.5625	871943.25	684830.0625	342931.375	776486.4375	828	bp	0.924772366	1
240.1114429	877.9998561	841430.5625	469765.25	1063520.25	505683.5938	170875.0938	0	193415.4375	240307.1563	189187.375	180890.5156	220038.8438	177696.7188	370197.5625	230328.0469	191529.5469	0	829	bp	0.880128847	1
259.1187188	957.4160034	834597.5	417463.875	1062335.5	456334.9063	0	357716.4063	456888.2813	549145.375	411498.0938	399895.4063	376523.875	352498.7813	544025.5	434624.25	412730.3125	307168.2188	830	bp	0.823196047	1
203.1161741	1334.887502	0	0	0	0	449939.7813	408289.4688	862101.3125	673831.75	1061892.25	753007.875	427509.375	476022.625	877133.3125	453187.2188	666772.375	243691.375	831	bp	0.90232379	1
117.061057	545.3601303	199189.9219	210068.9688	298951.6875	218761.5313	298415.5938	507305.5313	562985.5625	483737.125	539871.5625	632911.5	619765.375	574491.8125	781415.6875	1058750.875	645513.75	748145.1875	832	bp	0.921373685	1
152.0626068	1600.961258	208074.8906	140222.9219	538617.375	969661.4375	658982.5625	361448.125	925178.6875	924940.125	460366.9063	1055886.75	364774.75	504472.1563	629306	513038.8125	359846.6875	509871.3125	833	bp	0.944955824	1
303.15094	919.3488566	888542.6875	472967.5625	929700.9375	386788.2188	0	570934.1875	915778	1053373.25	793097.3125	714907.1875	601229.25	594796.625	941666.875	613211.3125	804438.5625	438843.5625	834	bp	0.890453222	1
203.1161835	705.2285489	0	0	0	0	0	513402.6875	937326.125	798687.3125	519166.2813	641217.0625	679435.6875	668202.25	1052222.25	767486.9375	679304.1875	596799	835	bp	0.851922038	1
74.01877736	753.6283073	537887.0625	519491.4063	722893.25	501083.2188	1048205.063	534654.5625	674289.875	618102.25	673521.5625	488267.625	694289.9375	720221.0625	905519.8125	738153.75	782738.9375	647058.125	836	bp	0.955756564	1
243.1112102	842.883873	890982.6875	755273.3125	1046586.25	756907.8125	677267.8125	471674.1563	704348.375	794373.6875	575108.5	568294.8125	676443.6875	534448.375	1019231.25	592025.8125	558418.625	389789.0625	837	bp	0.934645416	1
216.100202	924.2380638	442549.0625	300232.3438	628377.125	407131.2813	277691.3438	582937.3125	1046579.063	1029236.438	658816.8125	762357.375	558030.8125	467505.9688	879657.5	633208.5	639317	444132.0625	838	bp	0.957758544	1
155.1130627	1079.786858	174856.8906	134299.875	300111.8438	191285.4844	404522.3438	267207.5313	646941	472744.75	634923.4375	330797.0938	768055.8125	296531.8125	1041133.75	530838.3125	636900.0625	399672.3438	839	bp	0.879029363	1
225.0753862	770.0042114	0	0	379249.2813	149638.1406	652095	408675.4375	1040825.5	642708.125	797365.5625	778833.9375	385004.2813	219959.0313	853895.375	392636.6875	623890.875	537714.3125	840	bp	0.927352817	1
