DatabaseID,Adduct,Annotation,std2-Beer_esi_02022012.csv,std2-Beth20512.csv,std2-Eileen02512.csv,std2-Iain_Jonstone19_4_12.csv,std2-Ivana_29_2_12.csv,std2-Robello040512.csv
StdMix2_67,M+Na,[12C]7[1H]12[14N]2[16O]4[23Na]1,496.897003,,,,509.764008,
StdMix2_39,M+ACN+H,[12C]5[1H]13[14N]2[16O]1,1112.099976,,,,1127.349976,
StdMix2_43,M+ACN+H,[12C]16[1H]24[14N]7[16O]5[32S]1,618.023987,,,,633.107971,
StdMix2_54,M+2ACN+2H,[12C]7[1H]18[14N]4,1703.959961,,,,1718.949951,
StdMix2_32,M+H,[12C]4[1H]10[14N]1[16O]2,1048.660034,,,,1077.359985,
StdMix2_49,M+H,[12C]7[1H]12[14N]3[16O]2,1523.869995,,,,1528.880005,
StdMix2_47,M+H,[12C]8[1H]19[14N]2[16O]4[32S]1,1375.930054,1371.75,1364.109985,1367.52002,1370.949951,1357.939941
StdMix2_27,M+H,[12C]2[1H]8[14N]3,1022.630005,,,,,
StdMix2_30,M+H,[12C]3[1H]8[14N]1[16O]2,1044.069946,,,,1046.290039,
StdMix2_44,M+H,[12C]5[1H]15[14N]1[16O]4[31P]1,1372.920044,,,,1372.459961,
StdMix2_8,M+H,[12C]5[1H]7[14N]2[16O]2,394.985992,,,,,
StdMix2_53,M+H,[12C]5[1H]15[14N]4,1681.550049,,,,1688.109985,
StdMix2_20,M+H,[12C]8[1H]10[14N]1[16O]3,911.48999,,,,923.754028,
StdMix2_11,M+H,[12C]5[1H]8[14N]1[16O]3,427.679993,446.028992,450.553986,874.565979,439.140015,448.377991
StdMix2_23,2M+H,[12C]14[1H]31[14N]2[16O]4,984.942017,,,,995.388,
StdMix2_6,2M+Na,[12C]20[1H]32[14N]4[16O]6[32S]2[23Na]1,387.890015,397.003998,396.437012,384.28299,380.335999,388.804993
StdMix2_6,M+Na,[12C]10[1H]16[14N]2[16O]3[32S]1[23Na]1,389.303986,375.274994,374.77301,384.28299,377.417999,364.362
StdMix2_55,M+H+NH4,[12C]8[1H]16[14N]2[16O]2,1181.0,,,,1195.949951,
StdMix2_91,M+2ACN+H,[12C]7[1H]13[14N]2[16O]3,871.463989,,,,,
StdMix2_42,M+H,[12C]4[1H]9[14N]2[16O]3,1220.23999,,,,,
StdMix2_44,M+Na,[12C]5[1H]14[14N]1[16O]4[31P]1[23Na]1,1366.880005,,,,1369.430054,
StdMix2_77,M+Na,[12C]12[1H]22[16O]11[23Na]1,928.427979,,,,,
StdMix2_37,M+H,[12C]7[1H]15[14N]2[16O]3,1053.199951,,,,1145.47998,
StdMix2_17,M+H,[12C]10[1H]14[14N]5[16O]5,745.265991,,,,746.453979,
StdMix2_43,M+2H,[12C]14[1H]22[14N]6[16O]5[32S]1,1223.349976,,,,1248.27002,
StdMix2_19,M+ACN+H,[12C]8[1H]17[14N]2[16O]2,861.612,,,,864.197998,
StdMix2_24,M+ACN+H,[12C]7[1H]15[14N]2[16O]2,1082.949951,,,,1095.449951,
StdMix2_30,M+ACN+H,[12C]5[1H]11[14N]2[16O]2,1074.0,,,,1085.030029,
StdMix2_19,2M+H,[12C]12[1H]27[14N]2[16O]4,976.038025,,,,984.869995,
StdMix2_4,M+2ACN+H,[12C]10[1H]13[14N]2[16O]1,769.632019,,,,780.762024,
StdMix2_14,M+NH4,[12C]11[1H]18[14N]3[16O]1,797.65802,,,,798.390015,
StdMix2_55,M+NH4,[12C]8[1H]15[14N]2[16O]2,864.91803,,,,872.838013,
StdMix2_23,M+ACN+H,[12C]9[1H]19[14N]2[16O]2,900.390015,,,,848.69397,
StdMix2_2,M+ACN+H,[12C]8[1H]9[14N]2[16O]2,473.251007,,,,,
StdMix2_51,M+H,[12C]5[1H]13[14N]2[16O]2,1560.130005,,,,,
StdMix2_29,M+ACN+H,[12C]9[1H]19[14N]2[16O]3,1163.810059,,,,1175.660034,
StdMix2_47,M+Na,[12C]8[1H]18[14N]2[16O]4[32S]1[23Na]1,1377.439941,1371.75,1367.160034,1367.52002,1370.949951,1362.26001
StdMix2_55,M+ACN+H,[12C]10[1H]15[14N]2[16O]2,377.980988,,,,,
StdMix2_36,M+Na,[12C]4[1H]5[14N]3[16O]1[23Na]1,1082.949951,,,,1089.5,
StdMix2_69,M+2H,[12C]19[1H]21[14N]7[16O]6,616.367981,,,,614.59198,
StdMix2_7,M+ACN+H,[12C]11[1H]21[14N]2[16O]5,1148.579956,,,,1154.469971,
StdMix2_67,2M+Na,[12C]14[1H]24[14N]4[16O]8[23Na]1,496.897003,,,,511.337006,
StdMix2_60,M+H,[12C]9[1H]9[16O]3,900.390015,,,,,
StdMix2_53,M+ACN+2H,[12C]7[1H]19[14N]5,1621.930054,,,,1685.199951,
StdMix2_62,2M+Na,[12C]8[1H]12[16O]6[23Na]1,429.21701,,,,416.223999,
StdMix2_65,M+Na,[12C]26[1H]45[14N]1[16O]7[32S]1[23Na]1,289.690002,,,,295.104004,
StdMix2_69,M+H,[12C]19[1H]20[14N]7[16O]6,618.023987,,,,617.849976,
StdMix2_65,M+NH4,[12C]26[1H]49[14N]2[16O]7[32S]1,292.709991,,,,293.54599,
StdMix2_67,M+2H,[12C]7[1H]14[14N]2[16O]4,2059.25,2247.02002,,,2070.889893,2046.280029
StdMix2_11,M+ACN+H,[12C]7[1H]11[14N]2[16O]3,427.679993,446.028992,450.553986,445.523987,437.48999,445.321014
StdMix2_59,M+ACN+H,[12C]12[1H]15[14N]2[16O]3,734.495972,,,,736.973999,
StdMix2_23,M+Na,[12C]7[1H]15[14N]1[16O]2[23Na]1,993.864014,,,,995.388,
StdMix2_4,M+ACN+H,[12C]8[1H]10[14N]1[16O]1,330.373993,,,,902.280029,
StdMix2_6,2M+H,[12C]20[1H]33[14N]4[16O]6[32S]2,387.890015,397.003998,396.437012,385.665985,380.335999,380.234985
StdMix2_29,M+ACN+Na,[12C]9[1H]18[14N]2[16O]3[23Na]1,1173.140015,,,,1181.859985,
StdMix2_54,M+ACN+H,[12C]5[1H]14[14N]3,1736.859985,,,,1757.26001,
StdMix2_43,M+H,[12C]14[1H]21[14N]6[16O]5[32S]1,1223.349976,,,,1248.27002,
StdMix2_37,M+Na,[12C]7[1H]14[14N]2[16O]3[23Na]1,1078.47998,,,,457.729004,
StdMix2_39,M+2ACN+H,[12C]7[1H]16[14N]3[16O]1,876.323975,,,,876.174011,
StdMix2_62,M+ACN+H,[12C]6[1H]10[14N]1[16O]3,983.460022,,,,987.882019,
StdMix2_36,2M+Na,[12C]8[1H]10[14N]6[16O]2[23Na]1,1082.949951,,,,1102.910034,
StdMix2_7,2M+Na,[12C]18[1H]34[14N]2[16O]10[23Na]1,383.648987,,,,397.92099,
StdMix2_44,2M+H,[12C]10[1H]29[14N]2[16O]8[31P]2,1372.920044,,,,1373.97998,
StdMix2_24,M+Na,[12C]5[1H]11[14N]1[16O]2[23Na]1,948.40802,,,,967.877991,
StdMix2_77,M+NH4,[12C]12[1H]26[14N]1[16O]11,925.380005,,,,,
StdMix2_8,M+ACN+H,[12C]7[1H]10[14N]3[16O]2,392.136993,,,,,
StdMix2_24,M+ACN+Na,[12C]7[1H]14[14N]2[16O]2[23Na]1,1295.119995,,,,1116.609985,
StdMix2_36,2M+H,[12C]8[1H]11[14N]6[16O]2,1076.97998,,,,1089.5,
StdMix2_21,M+NH4,[12C]9[1H]15[14N]2[16O]3,1547.5,,,,1579.630005,
StdMix2_24,M+CH3OH+H,[12C]6[1H]16[14N]1[16O]3,1084.449951,,,,1161.969971,
StdMix2_28,M+NH4,[12C]4[1H]11[14N]2[16O]2,499.977997,,,,,
StdMix2_91,M+ACN+H,[12C]5[1H]10[14N]1[16O]3,357.944,,,,,
StdMix2_21,M+ACN+H,[12C]11[1H]15[14N]2[16O]3,939.10199,,,,899.004028,
StdMix2_28,M+CH3OH+H,[12C]5[1H]12[14N]1[16O]3,971.531982,,,956.856018,974.106018,
StdMix2_14,M+ACN+H,[12C]13[1H]18[14N]3[16O]1,711.929993,,,,,
StdMix2_23,2M+Na,[12C]14[1H]30[14N]2[16O]4[23Na]1,983.460022,,,,995.388,
StdMix2_19,M+2ACN+H,[12C]10[1H]20[14N]3[16O]2,1014.98999,,,,1010.599976,
StdMix2_28,M+2ACN+H,[12C]8[1H]14[14N]3[16O]2,1028.75,,,,1040.109985,
StdMix2_14,M+2ACN+H,[12C]15[1H]21[14N]4[16O]1,1082.949951,,,,,
StdMix2_17,M+NH4,[12C]10[1H]17[14N]6[16O]5,331.860992,,,,329.77301,
StdMix2_28,M+ACN+H,[12C]6[1H]11[14N]2[16O]2,1036.410034,608.01001,608.471985,819.864014,1040.109985,609.971985
StdMix2_25,M+CH3OH+H,[12C]7[1H]16[14N]1[16O]5,596.80603,,,,,
StdMix2_10,M+ACN+H,[12C]8[1H]10[14N]3[16O]1,519.182983,,,380.131989,520.445007,
StdMix2_17,M+Na,[12C]10[1H]13[14N]5[16O]5[23Na]1,748.374023,,,,749.65802,
StdMix2_59,M+NH4,[12C]10[1H]15[14N]2[16O]3,736.007996,,,,814.559998,
StdMix2_16,2M+H,[12C]20[1H]27[14N]10[16O]8,732.984009,,,,,
StdMix2_29,M+Na,[12C]7[1H]15[14N]1[16O]3[23Na]1,1054.689941,1033.119995,,1034.609985,1066.630005,1016.330017
StdMix2_30,M+ACN+Na,[12C]5[1H]10[14N]2[16O]2[23Na]1,463.006989,,,,470.315002,
StdMix2_90,2M+ACN+H,[12C]10[1H]20[14N]1[16O]8,746.820007,,,,,
StdMix2_54,M+2ACN+H,[12C]7[1H]17[14N]4,1621.930054,,,,1685.199951,
StdMix2_44,2M+Na,[12C]10[1H]28[14N]2[16O]8[31P]2[23Na]1,1366.880005,,,,1377.01001,
StdMix2_36,M+2ACN+H,[12C]8[1H]12[14N]5[16O]1,792.929993,,,,,
StdMix2_42,M+ACN+H,[12C]6[1H]12[14N]3[16O]3,726.984009,,,,,
StdMix2_47,2M+H,[12C]16[1H]37[14N]4[16O]8[32S]2,1375.930054,1371.75,1364.109985,1367.52002,1370.949951,1359.380005
StdMix2_2,M+H,[12C]6[1H]6[14N]1[16O]2,444.928986,,,,,
StdMix2_55,M+H,[12C]8[1H]12[14N]1[16O]2,1018.049988,,,,,
StdMix2_55,2M+ACN+H,[12C]18[1H]26[14N]3[16O]4,769.632019,,,,,
StdMix2_24,2M+Na,[12C]10[1H]22[14N]2[16O]4[23Na]1,956.14801,,,,963.185974,
StdMix2_23,M+2ACN+H,[12C]11[1H]22[14N]3[16O]2,751.463989,,,,,
StdMix2_34,M+2ACN+2H,[12C]9[1H]21[14N]3[16O]1,1597.930054,,,,,
StdMix2_26,M+Na,[12C]7[1H]11[14N]3[16O]1[23Na]1,1021.099976,,,,1029.369995,
StdMix2_39,M+ACN+Na,[12C]5[1H]12[14N]2[16O]1[23Na]1,1116.719971,,,,,
StdMix2_32,M+ACN+Na,[12C]6[1H]12[14N]2[16O]2[23Na]1,454.622009,,,,,
StdMix2_14,2M+H,[12C]22[1H]29[14N]4[16O]2,765.114014,,,,780.762024,
StdMix2_44,M+CH3OH+H,[12C]6[1H]19[14N]1[16O]5[31P]1,357.944,,,,,
StdMix2_2,M+Na,[12C]6[1H]5[14N]1[16O]2[23Na]1,979.013977,,,,,
StdMix2_19,M+Na,[12C]6[1H]13[14N]1[16O]2[23Na]1,1014.98999,,,,,
StdMix2_8,M+2ACN+H,[12C]9[1H]13[14N]4[16O]2,754.536011,,,,,
StdMix2_43,M+Na,[12C]14[1H]20[14N]6[16O]5[32S]1[23Na]1,1231.119995,,,,1248.27002,
StdMix2_4,M+NH4,[12C]6[1H]10[14N]1[16O]1,1240.439941,,,,,
StdMix2_67,M+CH3OH+H,[12C]8[1H]17[14N]2[16O]5,651.450012,,,,,
StdMix2_10,M+CH3OH+H,[12C]7[1H]11[14N]2[16O]2,869.838013,,,,,
StdMix2_24,M+2ACN+H,[12C]9[1H]18[14N]3[16O]2,885.960022,,,,,
StdMix2_30,M+2ACN+H,[12C]7[1H]14[14N]3[16O]2,996.846008,,,,,
StdMix2_77,2M+Na,[12C]24[1H]44[16O]22[23Na]1,929.945984,,,,,
StdMix2_55,M+CH3OH+H,[12C]9[1H]16[14N]1[16O]3,1523.869995,,,,455.996002,
StdMix2_24,2M+ACN+H,[12C]12[1H]26[14N]3[16O]4,861.612,,,,,
StdMix2_20,2M+Na,[12C]16[1H]18[14N]2[16O]6[23Na]1,663.054016,,,,,
StdMix2_55,M+ACN+2H,[12C]10[1H]16[14N]2[16O]2,979.013977,,,,984.869995,
StdMix2_61,M+NH4,[12C]5[1H]10[14N]1[16O]4,,872.304016,864.317993,874.565979,616.218018,872.783997
StdMix2_22,M+H,[12C]4[1H]10[14N]1[16O]2[32S]1,,,,907.596008,887.76001,
