DatabaseID,Adduct,Annotation,std2-Beer_esi_02022012.csv,std2-Beth20512.csv,std2-Eileen02512.csv,std2-Iain_Jonstone19_4_12.csv,std2-Ivana_29_2_12.csv,std2-Robello040512.csv
StdMix2_33,2M-H,[12C]8[1H]17[14N]2[16O]6,161397.96875,,,,,
StdMix2_72,M+Cl,[12C]10[1H]12[14N]2[16O]8[35Cl]1,159633.328125,,,,813805.5,
StdMix2_17,M-H,[12C]10[1H]12[14N]5[16O]5,157180.65625,,,,,
StdMix2_13,M+Cl,[12C]10[1H]13[14N]5[16O]3[35Cl]1,147273.484375,,,,119362.554688,
StdMix2_62,M+FA-H,[12C]5[1H]7[16O]5,144323.3125,,,,180870.8125,
StdMix2_67,2M-H,[12C]14[1H]23[14N]4[16O]8,140259.53125,,,,375504.875,
StdMix2_64,M-H2O-H,[12C]4[1H]3[16O]3,123211.578125,169221.171875,175559.5,468361.9375,150916.09375,146934.0625
StdMix2_90,M-H,[12C]4[1H]7[16O]4,118299.085938,,,,190441.90625,
StdMix2_77,M+Cl,[12C]12[1H]22[16O]11[37Cl]1,113395.710938,,,,150491.34375,
StdMix2_11,2M-H,[12C]10[1H]13[14N]2[16O]6,101007.304688,,,679316.875,225355.15625,23453.927734
StdMix2_26,M+FA-H,[12C]8[1H]12[14N]3[16O]3,85069.726563,,,,133712.765625,
StdMix2_12,M+Cl,[12C]11[1H]15[14N]5[16O]3[35Cl]1[32S]1,84803.757813,,,,233758.109375,
StdMix2_70,M+Cl,[12C]5[1H]10[16O]5[35Cl]1,76982.203125,,,,382580.5,
StdMix2_73,M+Cl,[12C]4[1H]6[14N]4[16O]3[35Cl]1,66165.007813,,,,160191.78125,
StdMix2_26,M+Cl,[12C]7[1H]11[14N]3[16O]1[37Cl]1,57119.375,,,,116316.773438,
StdMix2_70,M-H2O-H,[12C]5[1H]7[16O]4,56953.273438,,,,129367.492188,
StdMix2_67,M+FA-H,[12C]8[1H]13[14N]2[16O]6,56560.195313,,,,,
StdMix2_89,M-H2O-H,[12C]6[1H]9[16O]4,54421.597656,,,,42676.222656,
StdMix2_89,M+FA-H,[12C]7[1H]13[16O]7,53165.347656,,,,35360.269531,
StdMix2_23,M+Cl,[12C]7[1H]15[14N]1[16O]2[35Cl]1,48695.828125,,,,40121.003906,
StdMix2_61,2M-H,[12C]10[1H]11[16O]8,48583.035156,,,,171393.359375,
StdMix2_37,M+FA-H,[12C]8[1H]15[14N]2[16O]5,47471.890625,,,,,
StdMix2_6,M+K-2H,[12C]10[1H]14[14N]2[16O]3[32S]1[39K]1,43641.570313,,,,32911.289063,
StdMix2_17,M+Cl,[12C]10[1H]13[14N]5[16O]5[35Cl]1,42921.597656,,,,,
StdMix2_12,M-H,[12C]11[1H]14[14N]5[16O]3[32S]1,41741.738281,,,,35992.707031,
StdMix2_66,M-H,[12C]5[1H]5[16O]5,41681.042969,46505.882813,45516.765625,41351.703125,60904.703125,
StdMix2_37,M-H2O-H,[12C]7[1H]11[14N]2[16O]2,41202.046875,,,,,
StdMix2_13,M+Cl,[12C]10[1H]13[14N]5[16O]3[37Cl]1,34807.542969,,,,30648.289063,
StdMix2_68,2M-H,[12C]8[1H]11[16O]10,33111.4375,,,,20821.763672,
StdMix2_6,M+FA-H,[12C]11[1H]17[14N]2[16O]5[32S]1,32559.966797,30277.371094,32674.503906,66465.046875,60425.238281,98327.875
StdMix2_24,2M+FA-H,[12C]11[1H]23[14N]2[16O]6,32395.033203,,,,,
StdMix2_59,M+FA-H,[12C]11[1H]12[14N]1[16O]5,32174.042969,,,,76100.21875,
StdMix2_25,M-H2O-H,[12C]6[1H]8[14N]1[16O]3,27394.208984,,,,11223.503906,
StdMix2_67,2M+FA-H,[12C]15[1H]25[14N]4[16O]10,26234.462891,,,,,
StdMix2_11,M+FA-H,[12C]6[1H]8[14N]1[16O]5,26080.484375,,,12180.496094,13026.503906,11478.740234
StdMix2_59,M+Cl,[12C]10[1H]11[14N]1[16O]3[35Cl]1,24486.587891,,,,56693.871094,
StdMix2_12,M+Cl,[12C]11[1H]15[14N]5[16O]3[37Cl]1[32S]1,23710.058594,,,,72436.828125,
StdMix2_6,2M-H,[12C]20[1H]31[14N]4[16O]6[32S]2,23272.261719,28886.609375,33605.164063,119863.632813,68068.210938,19240.945313
StdMix2_16,M-H,[12C]10[1H]12[14N]5[16O]4,23178.210938,,,,36009.675781,
StdMix2_17,M+FA-H,[12C]11[1H]14[14N]5[16O]7,21707.601563,,,,,
StdMix2_7,M+Cl,[12C]9[1H]17[14N]1[16O]5[35Cl]1,21500.150391,,,,31712.785156,
StdMix2_70,M+Cl,[12C]5[1H]10[16O]5[37Cl]1,21299.34375,,,,119926.203125,
StdMix2_20,M+Cl,[12C]8[1H]9[14N]1[16O]3[35Cl]1,18380.900391,,,,113968.460938,
StdMix2_78,M+Na-2H,[12C]6[1H]6[16O]6[23Na]1,18062.072266,,,,41829.921875,
StdMix2_73,M+Cl,[12C]4[1H]6[14N]4[16O]3[37Cl]1,17518.292969,,,,48940.949219,
StdMix2_62,M-H2O-H,[12C]4[1H]3[16O]2,16981.269531,,,,18514.648438,
StdMix2_44,2M+FA-H,[12C]11[1H]29[14N]2[16O]10[31P]2,15563.202148,,,,,
StdMix2_23,M+Cl,[12C]7[1H]15[14N]1[16O]2[37Cl]1,15163.533203,,,,10835.050781,
StdMix2_20,2M-H,[12C]16[1H]17[14N]2[16O]6,15035.498047,,,,30138.792969,
StdMix2_67,M-H2O-H,[12C]7[1H]9[14N]2[16O]3,14693.307617,,,,12330.053711,
StdMix2_24,M-H,[12C]5[1H]10[14N]1[16O]2,14501.453125,,,,,
StdMix2_25,M+Na-2H,[12C]6[1H]9[14N]1[16O]4[23Na]1,14246.527344,,,,16732.308594,
StdMix2_68,M-H2O-H,[12C]4[1H]3[16O]4,13913.604492,25959.087891,,488522.25,38736.015625,
StdMix2_33,M+FA-H,[12C]5[1H]10[14N]1[16O]5,13066.705078,,,,,
StdMix2_17,M+Cl,[12C]10[1H]13[14N]5[16O]5[37Cl]1,12488.68457,,,,,
StdMix2_24,M+Cl,[12C]5[1H]11[14N]1[16O]2[35Cl]1,12049.109375,,,,,
StdMix2_72,2M-H,[12C]20[1H]23[14N]4[16O]16,11767.941406,,,,34883.585938,
StdMix2_64,M+FA-H,[12C]5[1H]7[16O]6,11713.380859,14506.575195,37231.132813,18092.173828,,104989.3125
StdMix2_77,2M-H,[12C]24[1H]43[16O]22,11529.060547,,,,16083.638672,
StdMix2_78,2M-H,[12C]12[1H]15[16O]12,11125.339844,,,5079064.0,,
StdMix2_89,M+Cl,[12C]6[1H]12[16O]5[35Cl]1,10440.200195,,,,31290.603516,
StdMix2_62,M+Cl,[12C]4[1H]6[16O]3[35Cl]1,10269.867188,,,,32157.308594,
StdMix2_77,2M+FA-H,[12C]25[1H]45[16O]24,10041.474609,,,,21003.291016,
StdMix2_85,M-H2O-H,[12C]6[1H]5[16O]6,,1283207.0,1188811.375,1560900.5,,1276388.0
StdMix2_47,M-H,[12C]8[1H]17[14N]2[16O]4[32S]1,,1033701.125,1051177.375,3775570.0,,
StdMix2_28,M+FA-H,[12C]5[1H]8[14N]1[16O]4,,880428.5,882881.1875,7207877.5,,497978.75
StdMix2_78,M-H,[12C]6[1H]7[16O]6,,,,2.990099E7,,
StdMix2_22,M-H,[12C]4[1H]8[14N]1[16O]2[32S]1,,,,8095279.5,,
